frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
0,0,[617.1107788085938 78.0789794921875 643.0880737304688 144.1377716064453],[435.3930358886719 397.1546325683594 849.3635864257812 527.5248413085938],0.6806355714797974,MH 12 KY 6445,0.9697728448523902
